"TAHWO101","Hollywood Beach Resort Cruise Port","101 North Ocean Drive","Hollywood","FL","33019","45.0","SAV","CST","No","Room with bath - Standard","Twin","Unknown","20180911"
"DIFLLC16","Days Inn Fll Ap Cruise Port","1700 W Broward Blvd","Ft Lauderdale","FL","33312","55.24","SP1","H3K","No","Room with shower - Minimum","King","3","20180911"
"SCFLL798","Sawgrass Inn Conference Ctr","1711 N University Drive","Plantation","FL","33322","59.0","BAR","F1K","No","Room with shower - Moderate","King","1","20180911"
"TLFLL970","Travelodge By Wyndham Fort Lau","4011 North Ocean Boulevard","Ft Lauderdale","FL","33308","59.49","SP1","C1K","No","Room with bath - Standard","King","1","20180911"
"LQFLL942","La Quinta Inn Ste Cypress Creek","999 West Cypress Creek Road","Ft Lauderdale","FL","33309","62.0","RAC","C2D","No","Room with bath - Standard","Double","2","20180911"
"EOHWO100","Econo Lodge Hollywood","1725 Taft St.","Hollywood","FL","33020","62.1","SNR","N2D","No","Non-smoking","Double","2","20180911"
"RAHWO223","Ramada Hollywood Downtown","1925 Harrison Street","Hollywood","FL","33020-5017","62.3","B03","N1K","No","Non-smoking","King","1","20180911"
"MXFLL376","Motel 6 Dania Beach","825 E Dania Beach Blvd","Dania Beach","FL","33004","63.99","RAC","N2D","No","Non-smoking","Double","2","20180911"
"MXPPM371","Motel 6 Pompano Beach","1201 Nw 31st Ave","Pompano Beach","FL","33069","63.99","RAC","U1D","No","Suite","Double","1","20180911"
"MXFLL055","Motel 6 Ft Lauderdale","1801 Sr 84","Ft Lauderdale","FL","33315","73.99","RAC","N2D","No","Non-smoking","Double","2","20180911"
"RAFLL584","Ramada Plaza Ft Lauderdale","5100 N. State Road 7","Ft Lauderdale","FL","FL  33319","71.1","AR1","C5D","No","Room with bath - Standard","Double","5","20180911"
"YXFLL000","Americas Best Inn And Suites","2935 N Federal Highway","Fort Lauderdale","FL","33306","71.99","SEN","N1D","No","Non-smoking","Double","1","20180911"
"EAFLLO75","Extended Stay America Plantati","7755 Sw 6th Street","Plantation","FL","33324","71.99","PRO","NEK","No","Non-smoking","King","Unknown","20180911"
"LQFLLLKP","La Quinta Inn Ste Plantation Sw 6th St","7901 Southwest 6th Street","Plantation","FL","33324","72.0","RAC","A2D","No","Room with bath - Superior","Double","2","20180911"
"LQFLL982","La Quinta Inn Ste Plantation","8101 Peters Road","Plantation","FL","33324","72.0","RAC","C2D","No","Room with bath - Standard","Double","2","20180911"
"EAFLLPLN","Extended Stay America Davie","7550 State Road 84","Davie","FL","33317","74.99","PRO","A0C","No","Room with bath - Superior","Varies","0","20180911"
"EAFLLFLD","Extended Stay America Tamarac","3873 West Commercial Blvd","Tamarac","FL","33309","74.99","PRO","A0D","No","Room with bath - Superior","Double","0","20180911"
"LQHWO985","La Quinta Inn Ste Ft Lauderdale Airport","2620 N 26th Avenue","Hollywood","FL","33020","75.0","RAC","B1K","No","Room with bath - Moderate","King","1","20180911"
"LQFLLLKW","La Quinta Inn Ste Ft Lauderdale Tamarac","5070 North State Road 7","Ft Lauderdale","FL","33319","75.0","RAC","C1D","No","Room with bath - Standard","Double","1","20180911"
"RAFLL227","Ramada Fll Arpt Cruise Port","2275 Sr 84 Marina Mile Blvd","Ft Lauderdale","FL","33312","84.6","AR1","C4Q","No","Room with bath - Standard","Queen","4","20180911"
